StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q66_First.Click,Q66_Last.Click,Q66_Page.Submit,Q66_Click.Count,Q49,Q51,Q53,Q55,Q57,Q59,Q61,Q63_1,hb_1,hb_2,hb_3,hb_4,hb_check_5,Q38_First.Click,Q38_Last.Click,Q38_Page.Submit,Q38_Click.Count,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,Q39_First.Click,Q39_Last.Click,Q39_Page.Submit,Q39_Click.Count,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,Q40_First.Click,Q40_Last.Click,Q40_Page.Submit,Q40_Click.Count,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,Q41_First.Click,Q41_Last.Click,Q41_Page.Submit,Q41_Click.Count,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,Q44_First.Click,Q44_Last.Click,Q44_Page.Submit,Q44_Click.Count,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccEff_check_1,Q45_First.Click,Q45_Last.Click,Q45_Page.Submit,Q45_Click.Count,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,vaccDanger_check_3,Q46_First.Click,Q46_Last.Click,Q46_Page.Submit,Q46_Click.Count,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccTox_check_6,Q47_First.Click,Q47_Last.Click,Q47_Page.Submit,Q47_Click.Count,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,Q48_First.Click,Q48_Last.Click,Q48_Page.Submit,Q48_Click.Count,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,Q49_First.Click,Q49_Last.Click,Q49_Page.Submit,Q49_Click.Count,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,Q50_First.Click,Q50_Last.Click,Q50_Page.Submit,Q50_Click.Count,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,Q51_First.Click,Q51_Last.Click,Q51_Page.Submit,Q51_Click.Count,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,Q52_First.Click,Q52_Last.Click,Q52_Page.Submit,Q52_Click.Count,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,Q53_First.Click,Q53_Last.Click,Q53_Page.Submit,Q53_Click.Count,comments,workerId,assignmentId,hitId,study_time,payment,eligible
4/17/18 9:14,4/17/18 9:17,0,481c64195dac7178,100,200,1,4/17/18 9:17,R_1o84uVR81m0tysx,,,,,,,anonymous,EN,0,0,6.578,0,2,19,3,3,2,2,9,0,4,4,4,4,5,1.517,7.494,7.739,7,3,4,3,4,4,5,2.26,10.291,10.91,7,7,3,5,4,1,4,3.834,13.541,13.971,11,4,4,4,4,4,1.732,7.275,7.577,6,4,5,5,3,6,2.114,6.913,7.632,5,4,4,1,6,1,2.286,9.123,9.862,6,1,4,4,6,3,2.057,6.508,7.004,6,6,1,2,4,6,1.933,8.157,9.223,7,3,4,2,6,2,2.436,10.417,11.11,9,1,7,4,7,1,3.836,14.068,16.969,5,4,2,1,5,5,3.194,11.366,12.053,5,5,2,4,4,2,2.39,5.851,6.404,6,7,6,6,2,2,1.716,6.444,6.638,6,4,4,4,4,4,4.67,10.382,11.267,8,,0d0b9f996715a3ac,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:13,4/17/18 9:17,0,aa96f06ff4494f72,100,269,1,4/17/18 9:17,R_2EH9IYXXVfJC5yx,,,,,,,anonymous,EN,0,0,7.118,0,2,46,6,5,1,4,2,41,5,3,4,4,6,2.137,6.038,7.485,5,5,5,6,4,3,4,2.542,6.443,7.351,6,4,6,3,5,4,5,1.887,11.762,14.494,7,5,5,4,4,3,4.711,7.009,8.118,5,5,5,3,4,4,1.691,3.501,4.523,5,3,4,4,4,5,2.598,4.721,6.138,5,5,4,3,5,4,2.919,5.899,7.159,5,5,5,4,3,4,6.167,9.607,11.176,5,3,4,5,4,5,2.36,6.199,7.269,5,4,4,5,6,3,3.867,6.656,7.512,5,4,4,5,5,3,4.35,8.189,10.096,6,5,4,6,5,3,1.5,4.255,5.513,5,4,5,4,5,3,3.763,5.978,6.973,5,5,3,5,4,3,4.612,6.903,8.757,5,VERY INTRUSTING,c0ab741d5881c09f,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,FALSE
4/17/18 9:08,4/17/18 9:17,0,70de2d1ba7e2bcd1,100,555,1,4/17/18 9:17,R_1PRyw8kyAc3RumR,,,,,,,anonymous,EN,0,0,21.032,0,2,34,1,4,1,4,2,20,5,5,4,4,5,5.618,37.368,37.978,5,5,4,5,3,4,3,4.132,39.9,41.002,7,5,3,6,4,3,4,5.578,39.808,40.606,7,2,2,6,2,4,5.112,31.64,32.47,7,4,5,5,3,5,9.892,31.332,32.938,6,5,4,3,5,1,5.222,31.39,32.118,5,5,5,4,4,3,7.636,23.292,24.83,5,3,3,5,4,6,7.422,20.63,23.924,5,3,5,4,3,4,12.13,34.818,35.592,6,4,6,6,5,2,2.57,24.122,24.954,5,5,4,3,3,5,10.456,30.43,31.798,5,5,4,4,5,4,4.726,26.35,27.254,5,5,5,4,3,4,7.95,30.158,30.992,8,4,5,3,3,5,12.388,29.108,29.448,6,no,f5f80bf5ade1671f,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:09,4/17/18 9:17,0,3c3b3595c1c040f4,100,510,1,4/17/18 9:17,R_2AMQfL9vc4xuh1c,,,,,,,anonymous,EN,0,0,22.559,0,2,54,1,4,4,2,9,51,6,5,5,6,5,8.184,27.399,28.199,5,6,3,7,7,4,1,3.079,26.564,27.478,7,7,1,7,6,1,1,3.746,24.622,26.194,6,2,1,5,1,6,4.823,22.923,23.717,5,3,4,6,4,5,6.07,26.477,27.468,7,3,5,5,1,1,41.604,61.169,62.148,6,7,3,7,1,3,2.664,18.036,18.903,6,1,6,7,1,6,5.457,22.954,23.955,7,6,3,5,2,4,4.654,21.048,22.247,5,7,1,4,2,5,16.159,29.992,30.884,5,5,5,5,3,5,4.372,30.187,31.095,5,5,3,5,5,3,5.488,22.062,23.053,6,4,3,4,5,5,10.458,25.115,26.213,6,3,4,5,3,5,3.722,25.6,26.644,7,,74e3109b8e0b645e,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:09,4/17/18 9:17,0,c7dbdcb8e8145da6,100,480,1,4/17/18 9:17,R_2V8G0NN5oKFWvmc,,,,,,,anonymous,EN,3.394,3.846,6.721,2,2,27,1,4,1,4,2,7,4,2,3,2,5,72.182,82.356,83.483,8,3,5,4,2,1,4,3.586,15.549,16.173,10,6,5,5,3,3,4,3.091,19.443,20.237,8,2,2,5,2,5,2.66,11.081,11.825,5,2,6,6,2,6,6.757,13.35,14.051,8,7,1,1,7,1,11.899,29.885,33.199,10,1,7,1,7,3,3.403,21.915,25.22,6,6,1,1,7,6,2.299,10.235,11.128,7,4,7,2,6,2,2.223,12.287,13.388,7,1,7,1,7,1,1.868,7.056,7.935,7,3,4,3,5,5,5.192,16.291,17.428,7,4,5,4,3,5,3.791,12.675,13.883,6,3,3,3,5,5,2.559,9.215,10.062,7,4,4,2,5,6,3.156,96.817,97.64,7,,cbb672b9612fc940,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:10,4/17/18 9:17,0,d2475b1572899ab0,100,426,1,4/17/18 9:17,R_3m9tPa2xHqmPQn0,,,,,,,anonymous,EN,0,0,9.388,0,2,31,1,4,8,4,2,10,3,4,5,5,5,3.06,28.576,29.481,6,7,3,3,4,4,1,2.719,27.061,27.99,7,4,6,4,2,6,7,2.805,32.214,33.446,7,1,6,4,2,5,3.872,21.588,22.739,5,2,7,7,1,7,4.177,21.494,23.037,6,7,2,1,7,1,2.185,24.275,25.533,6,1,5,1,7,3,4.414,20.591,21.478,5,7,1,2,6,6,4.634,17.827,18.698,5,2,7,1,7,3,4.178,20.987,22.417,5,1,7,5,7,1,4.267,13.877,14.752,5,6,5,3,4,6,4.356,23.684,24.996,6,5,5,2,3,3,5.336,29.458,30.339,5,5,3,5,5,5,5.154,24.246,25.144,7,5,7,6,5,6,6.804,23.953,24.902,5,,7648c4ddb9974fe6,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:10,4/17/18 9:17,0,b4a97761da0520c3,100,471,1,4/17/18 9:17,R_SOuEU18UllQSfRv,,,,,,,anonymous,EN,0,0,8.783,0,2,44,1,4,2,6,1,75,6,6,6,6,5,25.51,35.637,36.977,6,6,5,7,6,4,1,4.741,22.395,23.504,8,7,1,7,7,1,1,3.796,19.065,19.801,5,5,5,3,5,3,4.353,14.259,15.462,5,5,3,3,5,3,8.728,20.048,21.123,5,5,6,3,5,1,4.347,14.881,16.022,5,6,1,5,3,3,84.881,94.458,96.114,5,1,6,6,2,6,4.924,12.621,14.145,5,6,5,6,1,7,5.312,18.021,19.105,5,5,5,6,5,5,3.047,15.985,20.232,5,5,5,5,3,5,7.966,18.327,19.373,5,3,5,6,6,5,7.258,15.661,23.18,4,3,3,3,6,5,2.995,14.642,15.785,6,6,6,6,6,6,11.715,19.116,19.909,5,,405819b2d1a811fe,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:12,4/17/18 9:18,0,08094c9dde41e568,100,353,1,4/17/18 9:18,R_3NJnZ2ZUpWYKnBt,,,,,,,anonymous,EN,6.051,6.288,8.009,2,2,25,1,4,2,3,2,0,4,6,4,6,5,1.089,31.753,32.509,10,7,1,6,3,5,2,2.09,26.383,27.058,11,7,1,5,4,1,2,4.821,26.866,27.395,8,3,4,4,4,5,3.432,22.3,23.077,6,2,7,6,1,6,3.821,12.321,13.011,5,3,4,4,2,1,0.742,17.136,18.04,7,2,1,6,2,3,1.076,16.879,17.66,9,1,5,7,1,6,0.723,13.577,14.263,7,5,1,7,1,7,7.559,16.808,17.525,5,4,4,7,3,2,3.815,21.818,22.434,9,6,4,5,3,4,0.884,25.384,26.202,12,7,4,5,6,1,1.006,13.407,14.1,7,4,5,4,4,3,1.471,19.421,20.107,8,5,5,7,2,1,3.662,17.296,17.993,6,,dfb522fde47b4e1d,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:10,4/17/18 9:18,0,8dc1aa8ae5570ed5,100,455,1,4/17/18 9:18,R_1pLGQXcvkUFSEcW,,,,,,,anonymous,EN,0,0,11.764,0,2,26,1,4,3,0,9,0,1,1,1,1,5,2.796,20.398,21.702,5,2,7,1,1,4,7,5.673,27.154,28.306,6,7,6,5,2,2,7,4.771,26.635,27.624,7,1,1,6,1,6,4.451,16.542,18.568,5,1,7,7,1,7,6.697,16.683,18.152,5,7,1,1,7,1,8.243,23.621,24.86,5,1,7,1,7,3,7.684,20.762,22.184,5,7,1,1,7,6,1.837,17.503,18.295,5,1,7,1,7,1,3.624,19.429,20.343,6,1,7,1,7,1,3.868,15.298,16.617,5,1,1,1,7,7,8.731,21.218,22.866,5,7,1,5,5,1,3.129,20.699,21.853,6,6,6,5,1,1,2.818,15.118,16.027,5,6,6,6,3,3,24.141,44.541,45.933,7,"In a lot of cases, ""Strongly disagree"" became ""it is a fact this is not true"" and ""strongly agree"" became ""it is a fact this is true"" such as It is a fact that vaccines do not cause autism.",f379465860bd6d48,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:10,4/17/18 9:18,0,a5f019f68b97d975,100,430,1,4/17/18 9:18,R_BYdQgyv8B3nBj7X,,,,,,,anonymous,EN,0,0,34.626,0,1,30,1,6,2,4,9,66,6,5,5,7,6,1.167,3.2,27.03,5,6,6,7,5,5,6,1.368,4.915,16.039,8,6,6,7,5,5,7,0.894,3.947,12.786,7,5,6,7,6,5,1.167,8.081,19.341,5,6,5,5,6,6,1.322,3.357,22.156,6,7,5,6,6,1,1.341,11.764,24.119,7,5,4,5,5,3,2.874,13.027,45.237,7,5,6,5,4,6,1.054,2.813,9.946,5,6,6,6,5,5,1.237,2.842,7.952,5,5,6,5,6,5,1.736,4.732,14.877,6,6,5,6,7,5,1.52,5.727,16.18,6,4,6,5,6,5,1.061,3.035,6.835,5,6,6,6,5,5,2.545,9.07,21.625,7,6,7,6,5,5,1.177,2.877,7.484,5,no comments,0f52e604ab7d820f,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,FALSE
4/17/18 9:08,4/17/18 9:18,0,6bf6b587cb85bbdc,100,564,1,4/17/18 9:18,R_1hF28WtmKZBl2b9,,,,,,,anonymous,EN,0,0,14.161,0,2,60,1,4,1,4,9,47,4,2,4,1,5,11.732,43.808,44.789,5,5,5,5,1,4,1,5.684,28.722,29.97,7,4,3,3,2,3,6,4.693,36.766,37.79,6,1,1,5,1,6,6.833,27.568,28.962,5,2,5,5,2,6,6.252,33.852,35.229,6,6,1,2,6,1,7.587,28.147,29.325,6,1,6,3,6,3,3.972,17.46,20.485,5,5,3,3,5,6,7.354,20.483,21.488,5,4,5,3,4,4,9.839,36.16,39.378,6,1,7,4,7,1,6.604,21.898,22.942,5,3,4,4,4,5,7.382,36.914,37.976,6,4,3,4,5,3,8.023,29.343,34.287,5,4,5,5,2,3,3.981,32.404,33.507,5,4,4,3,5,7,5.658,25.485,26.667,5,,e825cff7843567f7,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:10,4/17/18 9:18,0,6c246acdf844c5a4,100,466,1,4/17/18 9:18,R_3pm4jHjKz3Dhlbe,,,,,,,anonymous,EN,0,0,16.352,0,2,26,1,2,3,2,3,49,5,4,4,4,5,6.822,28.054,28.985,5,7,1,7,7,1,1,6.188,35.756,36.703,9,7,1,4,7,1,4,6.172,29.749,30.835,6,1,1,4,1,4,6.148,26.351,27.298,5,1,7,7,1,7,3.555,18.4,19.25,5,5,4,5,1,1,8.252,33.257,34.529,5,7,4,5,1,3,3.657,21.179,21.897,5,1,7,7,1,6,2.686,17.999,18.871,5,7,4,7,1,7,4.527,23.359,24.422,5,5,4,7,4,4,6.538,27.228,28.252,6,7,7,4,1,4,4.519,34.535,34.993,6,4,1,4,7,1,4.262,22.847,24.116,5,7,7,7,4,4,4.905,20.712,21.76,5,7,7,6,4,6,4.367,28.727,29.55,6,,1f449edc0b47c50c,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:13,4/17/18 9:18,0,0c8c1537294c4a0c,100,303,1,4/17/18 9:18,R_3kpKZrx58NUD0Qb,,,,,,,anonymous,EN,1.152,1.682,6.056,2,1,36,5,4,1,5,9,88,5,4,4,4,5,3.789,15.765,16.259,8,6,4,5,5,2,2,0,0,16.292,0,6,4,4,2,3,3,5.052,18.723,19.363,11,5,6,3,5,2,0,0,21.846,0,2,2,5,2,4,0,0,13.016,0,6,4,2,6,1,2.373,13.542,13.862,8,1,4,2,6,3,0,0,9.181,0,6,2,3,5,6,0,0,10.532,0,2,6,5,4,6,2.332,15.134,15.531,12,1,7,4,7,1,0,0,16.645,0,5,5,4,3,4,0,0,12.834,0,5,4,3,5,4,0,0,14.357,0,2,3,4,4,5,4.158,10.882,11.399,9,3,6,2,4,7,0,0,13.362,0,none,665022a1dcd104ea,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:12,4/17/18 9:18,0,f44cb340f10efb71,100,354,1,4/17/18 9:18,R_5d1bvdwGrqcucg1,,,,,,,anonymous,EN,0,0,7.315,0,1,30,1,5,5,3,11,49,5,2,6,2,5,4.693,19.56,21.497,5,4,6,3,3,3,6,5.324,20.312,21.379,6,6,6,6,2,2,5,4.008,22.959,24.815,7,6,6,6,5,6,5.514,20.008,21.521,5,3,5,5,2,6,3.748,13.165,14.25,6,6,5,3,6,1,4.413,19.816,20.776,5,3,4,4,6,3,3.596,14.804,15.785,5,6,2,2,6,6,2.389,11.722,12.857,5,2,3,6,2,6,5.878,19.188,20.112,5,6,6,6,6,2,3.261,12.278,13.326,5,6,6,3,5,6,4.467,24.306,27.727,7,5,6,3,3,5,4.965,16.099,17.427,5,6,2,3,6,5,3.43,13.375,14.447,5,5,6,6,6,2,4.411,24.281,25.845,6,No,950c42df806cf7f1,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:10,4/17/18 9:18,0,b3fc1ff7ebdf1273,100,451,1,4/17/18 9:18,R_2bT2v7u3c97iqUA,,,,,,,anonymous,EN,0,0,7.712,0,2,26,1,3,2,2,11,0,7,5,6,6,5,7.85,29.338,30.35,6,6,3,6,5,4,7,22.378,46.428,47.834,10,7,2,6,6,4,5,4.684,29.872,30.978,8,2,4,5,3,5,3.816,21.43,22.432,5,4,5,6,2,6,3.218,15.892,17.276,7,2,5,5,6,1,2.936,23.3,24.346,7,5,2,4,3,3,4.61,16.572,17.424,5,2,5,6,3,6,4.102,18.076,19.04,6,5,4,5,3,6,42.122,59.774,60.83,9,4,3,6,4,4,3.642,19.206,21.416,6,7,5,5,6,5,3.772,23.126,24.14,6,6,2,5,5,3,3.404,19.412,20.456,7,3,3,4,5,4,5.226,24.424,26.336,9,4,4,5,5,7,4.272,22.47,23.936,7,,4f709504c5c7f9b3,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:09,4/17/18 9:18,0,40fcdeb82e4a14a3,100,545,1,4/17/18 9:18,R_2TsBgl9UJ6fdKPg,,,,,,,anonymous,EN,0,0,6.892,0,2,43,1,3,1,6,1,48,5,6,4,4,5,5.492,36.665,42.067,7,6,6,5,4,1,2,2.733,20.353,21.298,8,5,4,5,5,4,3,2.841,27.913,29.283,10,2,2,6,2,6,4.51,14.943,15.4,6,1,7,7,1,7,2.606,13.454,14.341,7,6,3,3,4,1,13.04,26.018,26.858,6,4,5,2,5,3,3.279,26.479,27.542,6,5,3,3,3,6,7.917,25.926,26.834,6,2,6,2,3,3,6.264,21.881,22.806,8,1,6,6,6,1,11.076,46.782,47.748,5,6,6,6,5,5,5.008,18.278,18.975,6,5,2,5,5,2,17.432,32.097,33.248,8,6,5,5,5,2,65.978,76.706,77.401,5,2,7,6,2,5,2.275,18.085,18.879,7,No I don't.,0459bfa133ed2fe7,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:08,4/17/18 9:18,0,3ef5a66faa342ba0,100,564,1,4/17/18 9:18,R_3NEvmelaMOQmoTE,,,,,,,anonymous,EN,9.496,9.496,9.528,1,2,29,1,4,5,1,1,93,5,3,5,4,5,7.811,32.448,33.186,12,5,7,4,3,3,3,8.777,33.729,34.657,17,6,5,6,2,2,6,5.727,33.266,33.352,26,2,1,6,2,6,3.41,17.76,17.83,15,2,6,6,2,6,1.972,14.799,15.534,14,6,3,2,6,1,2.578,30.278,31.272,23,1,6,5,6,3,1.291,15.765,16.489,15,6,2,3,5,6,2.397,24.133,28.913,12,3,6,3,5,3,7.099,50.753,51.432,23,1,7,2,7,1,6.219,22.991,23.057,23,6,5,2,5,5,5.252,48.072,48.149,20,4,2,2,5,5,19.401,32.735,34.126,15,6,6,4,4,4,3.742,43.846,46.289,22,4,5,6,3,3,3.2,53.112,53.874,22,,74d9b9b13cecb3ea,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:12,4/17/18 9:18,0,e9e4d2f7cad376f5,100,358,1,4/17/18 9:18,R_27eanA3at9Q6cRC,,,,,,,anonymous,EN,0,0,8.405,0,1,33,1,3,1,4,9,28,6,1,4,3,5,3.905,30.474,31.161,6,6,2,2,2,4,3,4.28,19.373,20.129,7,1,7,1,5,4,7,2.621,22.66,27.057,17,1,6,7,5,4,3.385,17.52,18.522,5,1,7,7,1,7,5.031,13.03,14.25,5,6,2,1,7,1,1.709,16.391,16.856,7,1,6,1,7,3,2.533,11.102,11.663,5,7,2,1,7,6,2.746,12.153,13.118,7,2,6,7,6,2,3.764,20.197,20.576,9,1,7,1,7,1,2.998,7.136,8.19,6,6,1,1,6,6,3.337,13.651,15.559,6,7,2,4,6,3,4.882,13.538,14.046,5,7,7,7,1,4,2.125,9.632,10.561,9,6,7,4,5,7,2.625,17.396,18.155,12,,f8466e49b48ebb80,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:09,4/17/18 9:18,0,5457b68787af681d,100,527,1,4/17/18 9:18,R_2y7XEbgofs94mts,,,,,,,anonymous,EN,0,0,7.593,0,1,38,2,7,1,5,1,100,5,4,4,4,5,2.948,82.818,83.791,10,4,4,4,4,7,4,11.59,24.347,25.629,6,1,7,1,1,4,7,6.41,18.819,20.033,7,2,6,5,2,7,13.355,27.695,28.77,5,1,7,7,1,7,3.817,20.401,21.483,5,7,4,1,5,7,5.514,15.188,16.101,5,1,7,1,7,3,6.359,17.059,18.247,5,7,1,1,7,6,3.507,18.392,19.516,5,1,7,1,1,1,4.163,14.794,16.102,5,7,7,4,7,1,14.512,26.558,27.306,5,6,5,2,4,6,4.091,15.367,17.283,7,5,5,5,5,4,4.114,11.649,12.555,5,6,7,5,5,4,33.07,44.787,45.822,6,6,5,5,6,7,19.555,31.638,32.851,5,Thanks,b08ab9c4c95319c4,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,FALSE
4/17/18 9:11,4/17/18 9:18,0,9fe7993b787601e6,100,395,1,4/17/18 9:18,R_3CC1QOxh6Dfgv9q,,,,,,,anonymous,EN,0,0,6.012,0,1,28,3,3,4,3,9,16,3,2,4,1,5,3.835,17.531,17.834,9,4,6,2,2,1,7,2.543,14.614,15.368,6,5,7,5,2,2,6,3.715,21.194,21.543,8,1,4,7,4,6,5.246,37.349,38.879,11,1,7,7,1,7,1.723,7.626,8.314,5,7,1,1,7,1,1.556,12.716,13,8,1,7,3,7,3,1.874,9.473,10.349,7,7,1,1,7,6,1.602,11.025,12.044,7,2,6,1,6,2,3.778,27.202,27.947,9,1,7,2,7,1,1.519,10.094,11.067,6,2,1,1,7,7,3.708,11.043,11.737,6,6,4,2,5,2,3.361,20.772,21.658,5,6,5,6,3,4,3.154,12.057,12.712,8,5,6,4,5,6,111.655,124.606,125.755,8,,38c3a55c587c7214,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:09,4/17/18 9:18,0,f6cd64c937a07c43,100,553,1,4/17/18 9:18,R_6V6FoHdfNBDlI7n,,,,,,,anonymous,EN,0,0,10.503,0,1,51,1,3,6,2,9,100,6,6,3,6,5,9.904,40.222,41.588,6,7,3,5,6,2,2,5.604,38.212,39.784,6,6,5,5,5,2,4,5.535,38.957,40.065,6,2,5,6,3,6,5.8,26.871,28.347,5,6,6,5,2,6,7.972,20.574,21.676,5,7,6,2,6,1,4.427,19.1,20.561,5,4,3,3,6,3,5.388,28.662,29.872,6,3,2,5,6,6,4.428,71.545,72.599,5,6,6,2,4,6,7.804,34.404,35.598,5,2,6,5,6,2,10.822,23.876,25.654,5,7,6,4,5,5,7.293,30.825,32.44,6,6,2,6,6,2,3.763,19.818,21.259,5,6,5,6,3,3,5.784,25.996,27.033,5,6,6,5,6,6,6.638,24.232,25.246,5,"I have very much appreciated many opportunities to help you with your studies and the time put fourth. I, in the future, would like to continue to provide the best of my services toward this ongoing endeavor. I hope my input  helps to provide great benefit for your progression in your ongoing studies.",474b7ce73343e325,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:11,4/17/18 9:18,0,cbb93632cdfdd205,100,401,1,4/17/18 9:18,R_3jU9cx4sfGW1zvl,,,,,,,anonymous,EN,0,0,9.442,0,3,26,1,3,8,1,2,0,6,4,5,4,5,13.02,37.13,38,5,4,6,1,1,2,7,3.472,20.634,21.6,7,2,5,3,3,4,7,5.562,35.356,36.102,6,1,1,7,3,5,5.622,19.344,20.422,5,1,7,7,1,7,5.514,18.054,19.25,5,7,1,1,7,1,5.734,16.744,17.648,5,1,7,1,7,3,9.06,19.48,20.888,6,7,1,1,7,6,5.886,15.48,16.184,5,2,7,1,6,1,6.232,17.178,19.278,6,1,7,2,7,1,5.496,16,17.144,5,1,1,1,7,7,12.488,26.256,28.098,5,6,3,5,6,3,6.44,18.312,18.716,7,5,5,5,4,2,9.348,19.122,19.908,5,3,4,3,5,5,8.022,15.94,17.01,5,no,7265e72c5449855e,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:12,4/17/18 9:18,0,9e26a8c18290595f,100,385,1,4/17/18 9:18,R_1NqPJiWaoRBx1ZI,,,,,,,anonymous,EN,0,0,8.8,0,2,26,1,3,2,1,9,44,5,5,5,4,5,2.64,28.814,29.997,7,4,5,5,3,4,3,1.879,19.804,20.192,7,5,5,5,4,1,3,4.156,24.505,25.345,6,3,2,6,3,6,2.561,18.48,18.761,6,3,6,6,2,6,3.269,11.127,12.165,5,4,5,6,3,1,2.951,19.734,20.839,5,4,3,5,3,3,2.814,12.991,13.935,5,4,5,5,3,6,1.891,14.957,15.779,5,6,2,6,2,5,2.781,18.614,18.98,6,5,3,4,2,4,3.752,18.085,19.105,5,5,4,3,4,4,4.892,21.196,21.576,6,6,2,6,6,2,2.633,14.068,15.184,5,6,6,6,3,3,3.295,15.623,16.624,5,6,6,6,2,2,2.503,11.507,12.455,5,,82a5a008a1612663,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:10,4/17/18 9:18,0,d3e9e065e74b3a74,100,516,1,4/17/18 9:18,R_1KkHDzMOYX3VbnH,,,,,,,anonymous,EN,6.879,15.029,16.375,2,1,29,1,2,3,1,12,49,4,4,3,5,5,2.934,22.172,24.188,18,4,6,7,4,4,1,4.209,34.079,35.659,21,7,1,5,6,1,2,6.385,33.029,34.65,22,2,2,4,2,4,4.815,28.439,29.435,15,4,7,5,1,6,3.82,21.297,22.315,17,4,4,5,2,1,14.747,38.357,39.83,14,7,4,4,4,3,3.015,16.44,17.625,13,3,4,3,2,6,2.267,17.276,18.48,15,2,2,4,3,4,9.21,29.463,31.256,20,4,4,4,5,2,1.949,25.195,26.178,26,5,5,4,4,3,9.474,34.983,36.964,20,7,2,6,5,2,4.787,21.576,22.988,14,7,7,6,1,4,3.934,17.619,21.045,13,3,3,3,5,7,4.76,32.411,33.599,19,,f0dde7ad97652f1c,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
