"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","hb_1","hb_2","hb_3","hb_4","check_5","hb_t_First.Click","hb_t_Last.Click","hb_t_Page.Submit","hb_t_Click.Count","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","nat_t_First.Click","nat_t_Last.Click","nat_t_Page.Submit","nat_t_Click.Count","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","medSkept_t_First.Click","medSkept_t_Last.Click","medSkept_t_Page.Submit","medSkept_t_Click.Count","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseRare_t_First.Click","diseaseRare_t_Last.Click","diseaseRare_t_Page.Submit","diseaseRare_t_Click.Count","diseaseSevere_1r","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4r","diseaseSevere_5","diseaseSevere_t_First.Click","diseaseSevere_t_Last.Click","diseaseSevere_t_Page.Submit","diseaseSevere_t_Click.Count","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccEff_t_First.Click","vaccEff_t_Last.Click","vaccEff_t_Page.Submit","vaccEff_t_Click.Count","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","check_3","vaccDanger_t_First.Click","vaccDanger_t_Last.Click","vaccDanger_t_Page.Submit","vaccDanger_t_Click.Count","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccTox_t_First.Click","vaccTox_t_Last.Click","vaccTox_t_Page.Submit","vaccTox_t_Click.Count","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccStrain_t_First.Click","vaccStrain_t_Last.Click","vaccStrain_t_Page.Submit","vaccStrain_t_Click.Count","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","vaccIntent_t_First.Click","vaccIntent_t_Last.Click","vaccIntent_t_Page.Submit","vaccIntent_t_Click.Count","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","parentExpert_t_First.Click","parentExpert_t_Last.Click","parentExpert_t_Page.Submit","parentExpert_t_Click.Count","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmLimCap_t_First.Click","infantImmLimCap_t_Last.Click","infantImmLimCap_t_Page.Submit","infantImmLimCap_t_Click.Count","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","infantImmWeak_t_First.Click","infantImmWeak_t_Last.Click","infantImmWeak_t_Page.Submit","infantImmWeak_t_Click.Count","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","overpar_t_First.Click","overpar_t_Last.Click","overpar_t_Page.Submit","overpar_t_Click.Count","sex","age","race","religion","educ","income","parent","expecting","children","youngest_child","refuse","return","comments","workerId","assignmentId","hitId","study_time","payment"
"163","2019-06-05 10:59:19","2019-06-05 11:05:35","0","38cf476c7772147a","100","375","1","2019-06-05 11:05:35","R_1IiscHd6dFso1rC","","","","",43.05,-88.04,"anonymous","EN","6","2","5","2","5","4.819","29.026","29.796","5","7","4","6","3","2","3","4.249","24.841","25.785","6","6","4","5","3","3","6","2.987","27.371","28.139","6","2","5","6","3","5","5.97","20.739","21.45","5","2","6","5","2","5","4.154","15.618","16.307","5","6","4","2","6","3.866","16.418","17.01","4","1","6","4","6","3","2.01","13.754","14.291","5","5","2","5","3","4.56","29.872","30.602","4","4","6","4","3","6","5.312","22.2","22.891","5","2","7","5","7","1","4.519","18.511","19.081","5","5","3","3","4","5","7.55","23.734","24.583","5","4","3","2","5","5","4.502","17.878","18.574","5","2","5","2","6","6","4.378","17.026","17.803","5","2","5","4","5","7","3.736","17.943","18.714","5","1","28","1","1","4","4","23","24","3","4","24","26","","053a3ec2a0580371","3ZV9H2YQQD7AGEAO6XZ2F0IZ7DR3WZ","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"164","2019-06-05 11:00:31","2019-06-05 11:05:37","0","7c3fc08af75d5568","100","306","1","2019-06-05 11:05:38","R_2Ese0Y8bpS1jh4f","","","","",43.12,-75.31,"anonymous","EN","4","4","4","4","5","2.858","8.103","9.588","5","1","6","4","2","1","1","2.059","17.817","18.693","7","5","2","6","4","2","4","5.755","27.222","28.126","7","2","2","5","2","5","3.324","13.936","14.676","5","2","6","6","2","6","1.628","12.328","13.05","5","5","4","2","5","6.24","17.513","18.392","4","4","4","4","5","3","3.086","15.3","16.241","6","4","4","4","4","3.124","10.512","12.547","5","4","5","4","4","4","5.754","19.555","20.638","6","2","7","4","7","1","2.148","23.391","27.415","6","4","5","4","1","4","2.35","13.972","18.667","5","6","2","6","6","2","3.546","14.083","14.766","5","4","5","5","4","3","4.208","17.343","18.641","8","2","2","2","6","7","4.868","20.653","21.357","6","0","32","1","1","6","6","24","24","","","","26","","64a2a096450a95c9","3C6FJU71TQTY4DI70IDRN6TFVYBYU1","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"165","2019-06-05 10:58:15","2019-06-05 11:05:38","0","0260b789209a9b09","100","442","1","2019-06-05 11:05:38","R_1Q6eEDdgePNq8Db","","","","",41.55,-73,"anonymous","EN","7","7","6","7","5","1.974","11.407","13.534","6","7","2","7","6","2","7","7.188","28.786","29.777","12","7","2","7","5","1","2","6.271","25.199","26.002","9","1","2","7","1","6","26.986","46.076","46.732","8","1","7","6","1","7","3.54","17.467","18.268","8","5","7","7","5","2.151","27.349","28.246","6","7","1","7","2","3","2.632","16.363","17.236","8","1","7","7","1","3.085","10.79","11.582","5","7","7","6","1","7","2.038","15.685","16.524","6","5","5","7","3","2","2.127","23.043","23.902","10","7","5","2","3","5","15.729","36.126","36.892","6","7","5","6","7","2","3.638","26.028","26.684","11","5","7","7","7","3","24.689","50.615","51.503","16","7","5","7","3","7","4.22","31.062","32.89","6","0","39","1","1","4","4","23","24","4","18","23","26","","9de3ff5a001d0bea","3GD6L00D3SXI1Z2VFRFWI91BBRY1MD","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"166","2019-06-05 10:57:04","2019-06-05 11:05:40","0","940195f7aced64ad","100","515","1","2019-06-05 11:05:40","R_2TNQQFz24OqyMeC","","","","",35.87,-80.89,"anonymous","EN","5","1","4","1","5","20.976","51.524","52.321","5","5","7","4","1","4","4","4.191","30.353","31.447","6","4","4","4","4","1","7","5.802","35.637","36.786","6","3","3","5","3","5","4.618","38.321","39.176","6","1","7","7","1","7","4.699","20.287","21.403","5","7","3","1","7","4.719","29.234","30.288","4","4","4","4","5","3","2.782","19.471","20.314","6","4","1","4","4","3.224","16.982","18.611","4","4","4","4","4","4","5.216","30.255","31.352","5","1","7","3","7","1","3.206","25.185","26.634","5","4","4","6","5","5","6.468","39.315","40.437","5","4","4","5","4","4","6.363","25.638","26.513","6","6","6","6","2","2","9.869","29.62","30.875","5","6","6","6","4","6","4.444","30.585","31.563","5","1","39","1","1","1","1","24","24","","","","26","","e13f6ab28ba920ee","3E47SOBEYQWGSJM2A96O7CDLYF4IC3","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"167","2019-06-05 10:57:04","2019-06-05 11:05:43","0","c6136f47c60640cc","100","518","1","2019-06-05 11:05:43","R_1F97qHHf27O1KYX","","","","",41.57,-87.17,"anonymous","EN","2","2","1","1","5","8.998","135.767","139.013","5","4","7","1","7","1","5","12.078","24.244","25.775","6","3","5","4","3","2","6","3.691","26.157","27.268","8","1","1","6","2","5","5.698","16.98","18.034","5","1","7","7","1","7","4.928","22.728","24.902","5","7","1","1","7","3.072","23.171","24.167","5","1","7","1","7","3","3.743","11.179","12.692","5","7","1","1","7","2.069","9.464","10.567","5","1","7","1","5","1","3.228","47.772","48.494","5","1","7","1","7","1","2.896","11.945","12.774","5","1","4","1","6","7","2.514","16.672","18.466","5","7","3","4","7","1","3.469","16.957","18.068","9","7","7","7","2","2","2.659","23.361","33.339","7","4","4","3","4","5","3.435","15.929","16.9","5","0","24","1","1","5","6","24","24","","","","26","","de6ebf9d7355fa3e","3J88R45B2GYWC3K1E0SVUMZ7LBNPXO","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"168","2019-06-05 10:58:40","2019-06-05 11:05:48","0","1b7d60408fd74b0c","100","427","1","2019-06-05 11:05:48","R_3P75yT3CGMQGdWY","","","","",34.15,-118.14,"anonymous","EN","5","6","6","6","5","14.249","35.169","35.791","5","5","6","2","1","1","6","6.26","24.781","25.701","6","5","7","6","1","1","5","9.169","36.353","37.25","7","1","1","6","1","7","5.674","40.553","41.296","5","1","7","7","1","7","5.99","16.149","16.907","5","6","2","1","7","7.333","24.084","24.98","4","1","7","1","7","3","4.36","17.472","18.088","5","6","2","2","6","6.984","17.696","18.51","4","2","2","1","5","1","7.253","23.813","24.638","5","1","7","1","7","1","2.171","12.45","13.315","5","1","2","2","5","6","4.929","23.057","23.886","6","6","2","2","6","2","6.168","22.912","23.494","6","3","6","6","2","5","6.603","22.754","23.428","5","3","2","2","3","7","5.075","22.164","23.012","5","0","35","1","1","7","6","24","24","","","","26","","573ecb4584bf139e","3AWETUDC92ST0CXC2NQWIAE67XRZIK","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"169","2019-06-05 10:59:41","2019-06-05 11:05:50","0","a86e2534342ad371","100","369","1","2019-06-05 11:05:51","R_RLCffh6lrRPkIXT","","","","",34.11,-84.5,"anonymous","EN","5","5","5","6","5","4.681","16.051","16.857","6","5","5","4","5","4","2","3.591","19.338","20.185","6","6","4","6","5","1","5","3.511","22.105","23.12","8","2","2","3","1","3","6.27","21.872","22.751","5","3","6","5","3","5","2.6","17.082","17.648","7","5","6","5","4","4.666","18.363","19.131","4","5","3","4","3","3","10.442","23.187","23.778","5","4","5","5","5","3.903","13.6","14.95","6","5","5","5","4","6","3.879","19.457","32.562","7","4","5","3","5","3","10.752","22.281","23.639","5","5","5","4","4","4","6.866","14.035","15.377","5","5","4","5","4","4","3.601","11.039","11.957","5","5","4","4","4","5","5.326","16.711","17.509","7","5","5","5","6","6","4.668","14.757","15.403","5","0","45","5","1","4","6","23","24","3","19","24","26","","e17c1645a20647da","3BQU611VFPKLJKMWUVQKSTDA94G99W","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"170","2019-06-05 10:57:21","2019-06-05 11:05:52","0","8cd9c73e53d9940d","100","510","1","2019-06-05 11:05:52","R_1psNFPPD1INVJWo","","","","",36.12,-115.28,"anonymous","EN","5","3","6","3","5","4.562","20.018","21.405","5","5","6","5","3","2","3","6.101","22.134","22.992","6","3","5","6","5","3","5","9.639","25.751","26.695","6","1","2","7","1","5","6.292","17.14","18.441","5","5","6","6","1","5","77.081","87.664","88.728","5","5","5","2","6","7.582","14.365","15.402","4","3","5","5","6","3","3.423","17.248","18.141","5","3","2","5","2","4.851","13.77","14.76","4","2","5","3","5","3","9.425","22.346","23.491","5","2","6","1","7","1","48.137","60.506","61.341","5","3","5","2","6","7","29.6","42.64","43.625","5","5","3","5","7","2","6.152","16.008","16.932","5","6","3","5","3","5","4.785","13.632","14.768","5","5","5","6","6","5","4.849","17.593","18.533","6","1","35","1","1","6","4","23","23","3","7","24","26","Thank you. I enjoyed this study.","368e8b5bcfe1a44d","3NJM2BJS4W689596N4W8G9EXKTZCP9","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"171","2019-06-05 10:58:32","2019-06-05 11:05:54","0","571a72e083477940","100","441","1","2019-06-05 11:05:54","R_qKl4lr7C6AII7Vn","","","","",38.56,-121.74,"anonymous","EN","7","3","6","6","5","10.361","28.193","29.114","5","1","7","2","1","1","7","4.574","19.224","20.323","6","5","7","2","2","7","7","2.272","24.096","24.732","10","1","1","7","1","7","3.985","16.346","17.755","5","1","7","7","1","7","2.676","75.078","76.09","5","7","1","1","7","4.756","14.133","15.782","4","1","6","1","7","3","2.656","11.464","15.566","6","7","1","1","6","2.932","8.733","9.793","4","1","6","1","7","2","4.206","38.823","41.32","8","1","7","2","7","1","15.665","28.489","29.678","5","1","1","1","7","6","3.982","16.487","17.085","6","5","1","5","7","4","2.851","17.105","18.058","6","7","7","7","2","2","9.191","19.543","20.283","6","2","1","2","5","6","5.91","19.997","21.129","5","1","24","5","6","4","3","24","24","","","","26","Some of these questions looked like it required a medical degree to answer.","442284d5463890b9","34QN5IT0TZR39LF9P71DZMH6MU408M","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"172","2019-06-05 10:55:44","2019-06-05 11:05:57","0","ab604b844b9a9712","100","613","1","2019-06-05 11:05:57","R_3JJY7S9KFMEgWvW","","","","",33.43,-117.62,"anonymous","EN","5","4","5","5","5","23.1","52.4","56","5","4","4","4","4","4","4","8.5","31.3","32.4","6","5","4","4","5","4","6","14.6","53.9","55.1","6","3","3","5","3","5","10.9","31.5","33.3","5","3","5","4","3","6","5.7","36.4","37.9","5","5","5","3","4","10","52.7","54.6","5","4","4","4","4","3","3.3","19.9","21.1","5","4","4","4","4","4.5","16","17.3","4","4","4","4","4","4","8.1","40","40.9","5","4","4","5","4","4","8.9","30.8","32.1","5","4","4","4","4","5","8.3","38.4","41.2","5","5","4","4","4","4","29.2","47.5","49.6","5","4","4","4","4","4","5.1","16.9","19.3","5","4","4","4","4","6","5.7","28.6","31.9","5","1","46","2","6","3","1","24","24","","","","26","","f72715f58fafbbea","3RXCAC0YIRP0KPQU39QGKE4MTBR8GV","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"173","2019-06-05 10:59:05","2019-06-05 11:05:57","0","50bd3ca03f40a044","100","412","1","2019-06-05 11:05:58","R_3O6cEHHXkeazLwg","","","","",35.16,-89.78,"anonymous","EN","3","2","6","1","3","5.715","31.327","32.477","6","7","5","1","6","3","3","5.499","25.065","26.043","9","7","6","1","1","4","7","3.165","32.733","34.143","8","1","2","7","4","6","3.839","20.088","20.927","6","1","7","7","1","7","2.81","12.434","14.645","5","7","1","1","7","1.956","16.411","18.824","4","1","7","1","7","3","1.645","10.847","11.974","5","7","1","1","7","12.259","20.308","21.923","4","2","6","1","7","2","9.739","31.549","32.555","8","1","7","1","7","1","1.944","15.504","16.764","5","3","1","1","5","6","6.068","33.076","34.026","6","7","4","4","6","5","2.761","21.387","21.945","8","6","7","6","2","2","4.806","17.688","19.262","7","4","4","2","2","7","3.818","31.108","32.156","7","0","26","1","1","4","6","24","24","","","","26","","f19bf6bbbf2b846f","3570Y55XZPJFZVHCGDOAJRSOMQVYG0","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"174","2019-06-05 10:56:28","2019-06-05 11:05:58","0","fa913d429d779fb5","100","569","1","2019-06-05 11:05:58","R_2c6DY1i9dstqyFd","","","","",40.01,-75.15,"anonymous","EN","4","3","4","4","5","8.883","36.771","37.816","5","5","6","2","2","1","6","5.575","26.445","27.583","6","5","5","4","4","3","5","4.316","33.418","34.231","8","1","1","7","2","5","6.955","26.262","27.112","6","1","6","7","2","6","2.675","28.014","29.136","5","4","1","1","6","7.161","21.131","25.871","4","1","5","1","7","3","2.793","14.708","15.833","5","7","1","1","7","4.347","19.19","20.778","4","1","7","1","5","2","7.88","68.194","69.464","7","1","7","4","7","1","2.497","16.199","16.916","7","5","5","3","4","6","5.521","33.271","34.371","6","6","4","4","5","3","3.693","22.596","23.572","6","4","5","6","6","3","3.18","18.444","19.654","6","2","4","4","6","6","3.556","21.258","22.184","5","0","28","1","7","4","1","23","24","4","5","24","26","My youngest is immune compromised due to Congenital Muscular dystrophy. It drives me nuts when people are so worried that a shot might cause autism when a preventable disease could kill my baby.","29a2a51f08dcf20d","3LO69W1SU3DVZWADXYZKPJQSDBQGLP","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"175","2019-06-05 10:57:23","2019-06-05 11:06:01","0","f5d791421fec1b03","100","517","1","2019-06-05 11:06:02","R_2ZJgXIwkxBE6unA","","","","",39.95,-75.05,"anonymous","EN","4","4","4","4","5","6.954","94.342","95.218","6","5","5","1","2","1","3","2.746","38.563","39.159","7","6","6","6","3","1","7","8.351","28.564","29.432","7","1","6","7","5","5","6.311","22.076","22.777","5","2","6","6","2","6","2.336","57.356","58.118","5","6","6","1","6","2.915","15.435","15.988","4","1","6","2","7","3","3.178","11.541","12.303","5","7","1","1","7","2.284","10.412","11.18","4","3","6","3","5","3","3.632","23.503","24.166","7","1","7","1","7","1","3.924","13.721","14.402","5","4","4","3","4","5","4.816","20.779","21.474","9","6","1","4","7","1","4.665","16.671","17.554","5","6","4","5","4","4","3.638","38.701","39.34","6","5","4","3","5","5","49.722","62.326","63.011","5","0","24","1","6","4","3","24","24","","","","26","","a9d53f77064dd2b8","374TNBHA8BV6CKBQJ9TMD5WQSD3QYM","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"176","2019-06-05 10:59:00","2019-06-05 11:06:02","0","6f18cb0990cff096","100","421","1","2019-06-05 11:06:02","R_ZrBDdYrq0qDQrGV","","","","",35.97,-86.51,"anonymous","EN","5","5","7","4","5","7.507","27.124","27.983","5","7","4","7","1","2","1","3.505","26.738","27.293","7","7","1","7","7","1","1","8.566","28.91","30.144","6","1","1","7","4","5","11.185","25.688","26.5","5","1","7","7","1","7","3.282","12.545","13.605","5","6","2","2","6","6.098","19.899","20.822","4","7","4","7","2","3","7.904","23.577","24.676","5","1","5","7","1","6.864","20.616","21.161","7","5","4","5","1","7","4.127","21.823","23.101","7","1","7","7","6","1","4.082","20.53","21.077","6","7","7","4","1","1","3.707","15.859","16.411","5","7","6","4","7","6","4.053","23.965","24.608","7","7","3","2","7","6","2.752","18.672","19.379","6","7","6","6","7","5","3.927","40.759","41.362","9","0","43","1","6","4","3","23","24","2","17","23","26","no","74d21a6e1475d8d4","3J2UYBXQQLCG57WLWS4FF8LFGZE060","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"177","2019-06-05 10:57:43","2019-06-05 11:06:03","0","23f12eefc51f2af4","100","500","1","2019-06-05 11:06:03","R_2rBdK10kQGDmCSY","","","","",40.72,-74.23,"anonymous","EN","6","1","6","1","5","2.13","28.606","30.223","8","2","6","3","2","2","2","2.279","50.649","54.102","13","3","7","3","1","2","7","2.21","29.827","30.995","11","1","1","6","1","6","2.667","20.222","21.148","7","1","7","7","1","7","1.424","11.775","12.849","6","7","2","1","7","2.879","20.249","21.35","6","2","6","2","6","3","4.227","11.993","13.126","5","6","2","2","6","1.972","14.931","16.187","5","1","6","1","6","2","3.701","27.48","28.62","10","1","7","1","7","1","1.736","17.45","18.694","7","2","1","1","6","7","1.774","20.53","21.449","6","5","5","3","6","5","2.379","42.385","43.739","8","5","6","5","2","3","2.152","25.77","26.744","11","6","5","2","3","6","2.008","84.231","85.387","10","1","21","2","6","3","1","24","24","","","","26","","d2ce0f359788956a","35BLDD71I6XYMIHC1UPFXZ40FZMZVG","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"178","2019-06-05 10:59:28","2019-06-05 11:06:04","0","40a92a8e2d646a1c","100","395","1","2019-06-05 11:06:04","R_2s5dGWeqrZDwhJh","","","","",41.37,-82.11,"anonymous","EN","4","1","1","4","5","6.029","25.023","25.967","5","6","6","1","7","1","1","5.017","21.968","22.895","6","5","6","4","2","1","4","3.614","39.765","40.992","8","1","5","7","1","4","3.618","25.831","27.154","6","1","7","7","1","7","2.212","19.481","20.412","5","4","1","1","7","2.705","14.549","15.532","4","1","7","1","7","3","6.347","19.129","20.156","5","4","1","4","4","5.884","18.56","19.645","5","4","4","4","4","4","2.88","15.99","17.087","5","7","7","2","7","1","2.4","17.475","18.419","5","4","1","1","3","5","6.119","21.801","22.65","5","4","4","4","6","4","4.871","20.087","21.023","5","7","6","4","4","2","4.732","22.366","23.208","5","7","1","1","5","7","3.696","21.757","22.551","5","0","59","1","6","4","5","23","24","5","23","24","26","","27e2f134051b3774","3ZSY5X72NXBUU7MOQ19OG48TAP8ROF","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"179","2019-06-05 10:56:41","2019-06-05 11:06:05","0","76a5246a06478cc6","100","564","1","2019-06-05 11:06:06","R_AGKzjSOOTIri0cp","","","","",36.84,-76.34,"anonymous","EN","5","3","3","3","5","9.66","45.706","46.853","6","2","5","5","3","1","1","3.889","32.431","33.425","7","7","5","6","5","2","3","5.976","35.355","37.467","6","3","3","5","5","3","14.106","39.61","40.636","5","2","5","6","1","7","2.458","19.377","22.091","5","6","3","2","5","3.437","30.228","31.284","4","3","3","3","5","3","4.495","21.082","23.737","5","5","2","4","5","8.236","24.079","25.181","4","5","5","3","3","5","4.242","28.753","29.875","5","3","6","6","5","1","10.878","33.998","36.695","5","3","3","5","3","5","9.157","58.709","60.327","5","5","3","5","5","2","5.887","30.889","31.857","5","3","3","4","5","5","3.641","26.968","28.104","6","5","5","3","6","6","3.401","27.17","28.166","5","1","44","5","6","6","3","23","24","4","10","24","26","No, I am looking forward to the next part of the study","3a1aa110e6de57ae","340UGXU9DY1H0JN2V7Q7G7PLDH6UVL","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"180","2019-06-05 10:59:29","2019-06-05 11:06:10","0","65d252496c16b601","100","401","1","2019-06-05 11:06:11","R_11Z6EA4J9ul2xDq","","","","",35.35,-83.2,"anonymous","EN","6","1","4","1","5","0","0","20.238","0","1","7","1","1","2","6","0","0","18.608","0","6","6","6","1","4","6","0","0","27.289","0","1","3","6","2","5","0","0","20.668","0","7","7","7","1","7","0","0","15.94","0","6","4","1","7","0","0","21.033","0","1","6","3","7","3","0","0","19.162","0","6","1","1","7","0","0","12.949","0","4","4","1","4","4","12.418","12.726","21.643","2","1","7","3","7","1","15.765","15.765","21.106","1","3","2","2","6","7","0","0","17.095","0","5","5","4","4","4","0","0","18.129","0","2","3","3","6","5","24.101","27.834","28.411","2","5","5","3","6","6","0","0","22.04","0","0","31","1","6","4","5","24","24","","","","26","","a4b94b5d6314cda2","3J88R45B2GYWC3K1E0SVUMZ7LBMXPV","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"181","2019-06-05 10:56:31","2019-06-05 11:06:11","0","764b678e54d805c8","100","580","1","2019-06-05 11:06:11","R_3fB0C4fCLMOgSIt","","","","",34.03,-118.4,"anonymous","EN","5","2","5","4","5","14.601","58.442","60.415","5","2","4","2","7","1","5","3.279","30.372","31.906","6","6","7","5","1","1","7","4.335","30.127","31.5","6","1","1","7","3","4","6.227","31.404","32.233","6","1","4","4","3","5","4.201","21.392","22.816","5","7","1","1","7","51.283","65.093","66.231","4","1","7","4","7","3","6.295","16.515","18.472","5","1","1","2","6","7.033","18.276","19.713","5","4","7","4","4","4","9.61","29.099","30.364","5","1","7","1","7","1","2.411","15.79","16.882","5","5","1","1","7","7","12.978","32.246","33.433","5","7","3","5","7","1","7.208","23.225","23.818","6","7","7","7","1","1","4.336","15.904","16.811","8","5","3","2","5","7","4.713","121.33","121.999","6","1","28","1","6","4","4","24","24","","","","26","","48209c8e9a58fda3","3Z7ISHFUH0V0B6LZT1E55LKS41KZ8A","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"182","2019-06-05 11:01:31","2019-06-05 11:06:13","0","7b5991f47cc8aa07","100","281","1","2019-06-05 11:06:13","R_2aQS7kkduMxwLkv","","","","",34.79,-92.5,"anonymous","EN","5","5","4","7","5","4.254","11.787","13.07","5","6","6","7","5","3","2","1.58","12.222","13.501","8","5","6","6","5","3","5","3.874","14.528","15.588","7","5","4","4","5","6","1.043","7.794","9.501","8","5","7","6","1","7","16.929","33.019","33.889","7","5","6","5","5","1.331","4.14","5.034","5","5","5","5","6","3","1.105","6.386","6.945","7","5","2","6","5","3.936","8.199","9.179","5","5","5","6","4","5","1.177","3.975","5.27","5","5","6","4","5","3","1.047","8.155","9.522","8","5","7","5","4","4","1.393","7.404","8.629","8","6","6","5","4","5","1.491","3.845","4.598","5","4","7","2","2","2","3.901","12.92","14.145","8","5","6","4","3","7","3.196","19.575","21.416","8","1","25","3","1","5","2","23","24","3","11","24","26","no","d5db3833f070e6fc","3VZLGYJEYLAQQ7M719QXLK1LVAUZXJ","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"183","2019-06-05 11:00:13","2019-06-05 11:06:13","0","97bb177fc36ee250","100","360","1","2019-06-05 11:06:13","R_3oLXnZ6Mnu82CuR","","","","",34.76,-76.91,"anonymous","EN","6","5","6","6","5","7.042","12.832","14.61","6","5","6","3","2","1","3","4.429","27.774","29.057","8","7","6","7","5","1","6","4.693","25.541","26.833","6","5","6","3","2","3","5.002","22.355","23.626","5","2","6","6","1","6","5.034","19.522","20.567","5","5","3","3","4","8.993","25.127","26.062","4","5","4","5","5","2","4.149","19.011","20.18","6","5","3","5","4","4.281","17.773","18.815","4","3","5","2","4","4","3.962","20.098","21.397","5","5","5","4","5","3","2.441","17.981","18.892","5","1","1","1","7","7","4.632","16.618","18.442","5","7","3","6","6","2","7.621","19.529","20.829","6","5","5","5","3","5","6.715","22.041","22.967","6","5","6","7","4","3","3.895","19.791","20.764","5","1","33","1","6","2","3","24","24","","","","26","no","a37c91541d93bb43","39DD6S19JPBHK7VQ6405XVGEF4KZEB","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"184","2019-06-05 10:58:16","2019-06-05 11:06:18","0","37d20f9f3d20f45d","100","481","1","2019-06-05 11:06:18","R_2xKTZAVVHEytXXl","","","","",29.54,-95.32,"anonymous","EN","7","7","7","6","5","4.284","23.258","24.097","5","7","7","6","4","1","1","4.521","21.445","22.509","6","7","7","5","6","1","7","4.012","98.861","99.501","7","1","1","5","1","7","5.742","18.589","19.21","5","1","6","6","1","7","6.85","14.761","15.953","5","4","4","3","7","8.587","20.354","22.149","4","4","4","5","7","3","2.864","12.155","20.144","5","6","1","4","6","3.256","13.02","13.953","4","7","7","3","3","6","10.17","27.367","28.285","5","1","7","4","7","1","6.761","20.125","20.806","5","5","5","1","7","7","7.325","18.431","20.344","6","5","2","6","7","3","20.611","51.071","51.942","5","7","6","7","2","4","4.035","14.204","15.035","5","4","7","2","5","7","13.444","28.923","30.387","5","0","35","5","7","5","0","23","24","2","5","24","26","","1c5794142eba3bb5","3JAOYWH7VI4GKMN5JSTAX2459YVL93","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
