"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","hb_1","hb_2","hb_3","hb_4","check_5","hb_t_First.Click","hb_t_Last.Click","hb_t_Page.Submit","hb_t_Click.Count","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","nat_t_First.Click","nat_t_Last.Click","nat_t_Page.Submit","nat_t_Click.Count","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","medSkept_t_First.Click","medSkept_t_Last.Click","medSkept_t_Page.Submit","medSkept_t_Click.Count","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseRare_t_First.Click","diseaseRare_t_Last.Click","diseaseRare_t_Page.Submit","diseaseRare_t_Click.Count","diseaseSevere_1r","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4r","diseaseSevere_5","diseaseSevere_t_First.Click","diseaseSevere_t_Last.Click","diseaseSevere_t_Page.Submit","diseaseSevere_t_Click.Count","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccEff_t_First.Click","vaccEff_t_Last.Click","vaccEff_t_Page.Submit","vaccEff_t_Click.Count","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","check_3","vaccDanger_t_First.Click","vaccDanger_t_Last.Click","vaccDanger_t_Page.Submit","vaccDanger_t_Click.Count","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccTox_t_First.Click","vaccTox_t_Last.Click","vaccTox_t_Page.Submit","vaccTox_t_Click.Count","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccStrain_t_First.Click","vaccStrain_t_Last.Click","vaccStrain_t_Page.Submit","vaccStrain_t_Click.Count","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","vaccIntent_t_First.Click","vaccIntent_t_Last.Click","vaccIntent_t_Page.Submit","vaccIntent_t_Click.Count","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","parentExpert_t_First.Click","parentExpert_t_Last.Click","parentExpert_t_Page.Submit","parentExpert_t_Click.Count","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmLimCap_t_First.Click","infantImmLimCap_t_Last.Click","infantImmLimCap_t_Page.Submit","infantImmLimCap_t_Click.Count","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","infantImmWeak_t_First.Click","infantImmWeak_t_Last.Click","infantImmWeak_t_Page.Submit","infantImmWeak_t_Click.Count","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","overpar_t_First.Click","overpar_t_Last.Click","overpar_t_Page.Submit","overpar_t_Click.Count","sex","age","race","religion","educ","income","parent","expecting","children","youngest_child","refuse","return","comments","workerId","assignmentId","hitId","study_time","payment"
"2019-04-03 10:07:17","2019-04-03 10:12:29","0","d3bc885828697821","100","311","1","2019-04-03 10:12:29","R_6m0GxWarx6RO1Yl","","","","",34.83,-86.89,"anonymous","EN","3","1","6","4","5","4.983","20.709","21.336","5","3","6","5","2","1","3","3.489","18.427","19.366","6","3","5","5","3","2","6","4.59","26.727","27.338","7","1","2","6","2","6","3.888","17.053","17.83","6","3","6","5","2","5","4.205","13.935","14.62","5","6","4","1","5","3.226","13.274","14.142","4","3","4","4","5","3","3.298","14.786","15.53","5","4","4","4","4","4.172","10.629","11.818","4","4","4","4","4","4","7.881","10.999","14.41","6","2","7","2","6","1","2.908","16.337","17.066","7","5","4","5","3","6","3.218","23.691","24.315","6","4","4","4","4","4","2.854","15.202","16.158","7","4","4","4","4","4","2.693","10.784","11.182","8","3","4","3","5","5","4.422","17.936","18.67","7","1","47","1","6","5","5","23","24","4","10","24","26","","c9cb9cfdc7dd86c6","3D8YOU6S9EKWLT81UZIZ4F9MG0T6US","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:06:40","2019-04-03 10:12:35","0","eee40b76403bbd3f","100","355","1","2019-04-03 10:12:36","R_vH63xEVfoOUSTqF","","","","",33.75,-84.39,"anonymous","EN","5","4","5","3","5","6.999","22.808","23.553","5","2","5","3","2","2","4","4.985","24.873","25.496","8","5","7","4","4","5","5","3.008","22.787","23.696","7","1","1","7","1","5","4.162","15.325","16.43","5","1","7","7","1","7","5.694","16.016","17.164","5","7","4","1","7","2.258","13.929","14.532","4","1","5","4","7","3","2.546","13.091","14.241","5","6","1","3","6","3.995","12.605","13.667","4","3","7","1","5","4","2.846","16.983","18.276","5","1","7","1","7","1","3.428","17.489","19.01","7","2","2","2","5","6","2.587","15.145","15.879","5","6","3","5","6","2","4.649","17.814","19.413","5","4","6","4","4","4","1.791","13.828","14.843","7","6","4","6","2","6","2.004","15.979","16.669","5","1","56","1","1","6","5","23","24","3","23","24","26","","b4091f3c1cfb9c97","3QY7M81QH7M1MXHUJVJP460K9KF7KV","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:00:59","2019-04-03 10:12:37","0","41cf46f415b5bc71","100","697","1","2019-04-03 10:12:37","R_3MKDbeR5A24Zyj9","","","","",42.72,-87.86,"anonymous","EN","4","4","4","4","5","11.096","56.018","57.455","6","1","6","5","1","1","7","11.135","29.192","33.239","6","6","1","7","1","1","6","3.931","27.036","28.816","6","1","1","7","1","5","14.646","29.591","31.054","5","1","6","7","1","7","8.185","22.449","23.511","5","5","1","1","6","4.724","18.677","20.848","4","1","7","2","6","3","4.501","18.31","19.339","5","7","1","2","6","6.087","19.216","20.915","4","2","6","1","5","1","12.137","38.667","40.464","6","1","7","1","7","1","4.296","16.52","18.081","5","7","4","2","3","6","8.205","32.453","34.178","8","6","6","1","3","7","5.606","36.046","38.067","5","1","6","6","1","3","9.779","24.005","25.533","5","1","1","1","7","7","4.154","20.922","22.264","5","1","60","1","1","3","3","24","24","","","","26","I am aware of several measles outbreaks in the recent past in Chicago and Seattle, and whooping cough was responsible for closing my parish school twice for a period of time in the recent past.","120c5137ea71e5a8","3VELCLL3GKJCVPAET4BJNJH2Y2W1FO","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:09:00","2019-04-03 10:12:40","0","9ef4c68cf14245cf","100","219","1","2019-04-03 10:12:41","R_1pzKgeIwuvFusLJ","","","","",30.17,-93.22,"anonymous","EN","7","1","1","7","5","1.942","8.645","9.254","5","7","6","1","1","1","7","5.115","15.441","16.082","6","1","7","1","1","1","7","2.895","11.358","11.914","7","1","1","1","1","7","2.079","9.118","9.887","5","7","7","7","1","7","2.375","8.574","9.069","5","1","6","1","7","1.468","6.74","7.334","4","1","1","1","5","3","1.656","8.824","9.484","6","7","1","1","1","1.454","6.965","7.691","5","1","7","1","1","7","6.3","27.709","28.401","7","7","4","1","7","1","1.7","13.058","13.686","6","7","1","1","1","7","1.901","8.812","9.471","5","1","1","7","7","1","1.317","11.244","11.741","7","7","7","7","1","1","1.762","8.808","9.169","6","7","6","7","1","6","2.35","14.764","15.142","6","0","56","1","1","5","1","23","24","3","23","24","26","","279f15dfa8dceee3","3NVC2EB65QZE5J5OLYHQ0X3F2X2Y3C","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:03:32","2019-04-03 10:12:41","0","a56b6506da14c731","100","548","1","2019-04-03 10:12:42","R_31HNFp3SbKGOEhL","","","","",40.85,-73.97,"anonymous","EN","6","5","3","4","5","14.845","64.793","69.836","6","4","6","5","2","1","4","4.909","22.656","28.238","9","4","5","4","3","4","6","10.653","55.241","58.727","11","2","5","3","3","4","21.349","44.325","47.433","11","2","7","6","1","6","2.99","16.582","19.298","7","6","1","2","6","4.161","18.306","19.921","7","1","6","2","6","3","3.429","20.802","23.934","9","6","1","2","6","1.978","13.072","15.38","10","3","6","2","6","2","4.01","23.697","26.275","10","1","6","3","6","1","19.109","42.678","45.227","25","2","1","1","5","6","9.183","28.679","33.526","9","5","4","4","4","4","5.197","19.207","20.559","5","4","4","3","4","5","3.576","18.33","22.278","8","5","5","5","7","6","6.387","24.007","25.425","6","1","20","2","6","3","6","24","24","","","","26","I enjoyed participating in this study.","28f214f475791c19","3IRIK4HM3AK0ZZR188XZA9NG90KC6M","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:08:31","2019-04-03 10:12:44","0","096d1cab8067e5ba","100","253","1","2019-04-03 10:12:44","R_1E0ghhiX40MUs92","","","","",42.6,-83,"anonymous","EN","5","6","6","6","5","1.083","3.118","3.672","5","5","5","5","3","5","3","1.137","4.91","5.715","7","5","6","5","5","6","5","0.812","2.83","3.746","6","3","5","5","3","3","2.709","4.574","5.386","6","2","5","5","3","6","2.413","7.738","8.855","7","7","3","3","7","1.933","6.729","8.421","6","5","5","5","5","3","1.192","6.477","6.81","7","6","6","5","5","1.198","2.222","3.347","4","5","5","5","6","6","1.418","2.731","3.591","5","5","5","5","5","3","1.78","4.673","5.69","6","5","5","6","6","5","1.452","3.065","4","5","3","5","3","5","3","3.201","7.589","8.427","8","5","5","6","6","5","1.153","2.666","3.434","5","5","6","6","5","6","4.127","5.672","6.948","5","0","25","1","1","4","1","24","24","","","","26","no","ab266617a811e038","3Y4W8Q93LZKVJHCG9C0I67LXBTPDVG","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:00:57","2019-04-03 10:12:47","0","e257c4c2147d39ba","100","709","1","2019-04-03 10:12:48","R_3iO63IJBeh7mWFA","","","","",41.75,-71.41,"anonymous","EN","2","2","4","4","5","7.475","102.926","104.502","5","4","6","3","2","1","5","10.728","35.619","39.623","9","7","6","6","2","2","7","40.569","59.435","60.774","6","3","3","5","3","2","65.731","90.015","91.653","5","2","6","6","2","6","4.348","19.73","21.542","5","6","2","2","6","10.228","21.829","22.78","5","2","5","3","6","3","30.069","38.955","40.383","5","6","2","2","6","38.101","46.86","48.289","4","2","4","2","5","2","6.21","24.238","25.63","5","2","7","2","6","2","5.664","19.443","21.37","5","5","3","2","5","6","4.7","20.989","22.378","5","5","4","4","4","4","5.81","25.013","26.678","9","6","6","6","2","3","4.426","46.729","48.107","7","5","6","6","2","2","8.376","28.594","29.956","6","0","43","1","6","5","5","23","24","4","11","24","26","","4aedad6eac9633ae","32RIADZISS42RTCJM6UKSG7KZC04SN","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:07:57","2019-04-03 10:12:46","0","cc2b692896fbf54e","100","289","1","2019-04-03 10:12:48","R_D2Bao41VPkmt78t","","","","",33.66,-112.17,"anonymous","EN","1","1","7","1","5","6.738","25.882","26.5","5","4","7","1","1","1","7","4.301","17.279","18.082","6","4","7","1","4","4","7","2.357","16.644","17.776","6","1","1","7","1","7","3.933","20.364","21.1","6","1","7","7","1","7","3.69","17.772","18.836","5","7","1","1","7","5.119","13.887","14.781","4","1","7","4","7","3","3.586","15.674","16.747","5","7","1","1","7","2.388","8.602","9.4","5","7","7","1","7","1","2.46","11.331","12.056","5","1","7","1","7","1","2.201","12.216","13.146","5","1","1","1","7","7","2.929","15.041","16.175","5","7","1","7","7","1","3.515","10.796","12.195","5","7","7","7","1","1","2.62","19.137","19.932","5","5","7","1","1","7","4.731","19.21","19.901","5","1","26","1","6","3","2","24","24","","","","26","","df2dcc7ff8d07739","3S0TNUHWKTIX85G31JP8ET1P0VOD8B","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:05:20","2019-04-03 10:12:48","0","be333d52572059f8","100","447","1","2019-04-03 10:12:48","R_23ZQFUBMv0QPvZp","","","","",40.79,-74.32,"anonymous","EN","6","5","4","4","5","11.423","35.079","36.344","5","4","6","5","4","4","7","5.299","28.601","29.52","6","7","4","6","5","1","5","4.681","44.465","45.197","6","1","1","1","1","6","8.741","24.771","25.916","5","4","7","7","1","7","12.045","25.913","26.79","5","5","2","2","4","6.497","19.654","20.699","4","4","2","4","4","3","6.184","18.202","19.177","5","4","4","4","4","2.529","12.39","13.7","4","2","5","2","4","5","5.028","26.812","27.748","5","1","6","7","5","1","6.386","21.285","22.061","5","5","2","4","1","4","5.755","30.257","33.233","6","6","4","4","6","4","6.429","25.717","26.626","5","7","4","4","4","4","5.633","28.495","29.286","6","4","4","4","5","6","7.697","22.81","23.756","5","0","31","3","6","4","6","24","24","","","","26","","cca269043679ecce","3IXEICO792JHLGTCUUSPZJNKXMLT6N","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:02:26","2019-04-03 10:12:50","0","94157d8d009ebb6b","100","624","1","2019-04-03 10:12:51","R_3qPW9PcAGMjv5HG","","","","",43.6,-70.69,"anonymous","EN","5","2","5","4","5","15.309","49.756","57.224","8","6","5","6","3","1","2","7.092","32.004","36.737","6","5","5","4","4","1","6","4.627","34.552","37.023","6","2","3","6","1","5","3.84","23.637","27.328","5","2","7","7","2","7","3.968","22.631","25.295","5","7","3","2","7","9.37","25.417","28.81","4","1","5","4","6","3","9.44","27.323","30.942","5","6","2","2","5","4.877","22.659","25.896","4","3","6","3","5","5","8.001","58.873","66.368","10","1","7","5","7","1","3.242","23.929","28.123","5","5","5","3","4","6","5.574","25.654","27.401","5","5","5","4","3","5","4.351","39.061","42.206","5","3","2","2","6","6","5.966","20.126","21.91","5","3","5","4","5","5","6.431","24.335","27.041","5","1","47","1","1","4","3","23","24","3","23","24","26","The study worked well. Thank you.","625d29822b821f38","31IBVUNM9SZSH1QC0IV8U7OIN63FVR","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:03:54","2019-04-03 10:12:52","0","5baf91a64c68a5d4","100","538","1","2019-04-03 10:12:53","R_1mf1n4nya5XCdYY","","","","",47.73,-117.45,"anonymous","EN","5","4","4","4","5","2.84","29.356","30.742","5","4","5","6","5","4","2","85.957","114.733","116.422","6","6","3","6","4","2","4","8.16","39.237","40.159","7","3","3","4","3","5","3.676","24.775","27.039","5","6","6","6","2","5","2.725","22.15","24.013","5","6","4","3","6","8.812","24.264","25.308","4","3","5","4","5","3","4.917","18.542","20.199","5","4","3","5","4","8.147","19.757","21.286","4","3","5","3","5","4","5.634","27.309","29.19","5","2","6","4","6","2","2.379","20.831","21.961","5","4","4","4","3","5","7.312","33.148","34.265","5","5","4","4","4","5","8.733","30.733","32.033","6","5","5","5","3","3","8.625","22.331","24.299","5","5","5","4","4","5","6.502","24.538","25.794","5","1","44","1","7","3","1","24","24","","","","26","","b854e3f64951a486","37TRT2X24QRTDPE2ERVT8TM3DL5BJL","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:08:29","2019-04-03 10:12:54","0","de70a83cfd97d6ed","100","264","1","2019-04-03 10:12:54","R_1BRTlMI4l6Jr9st","","","","",38.87,-76.82,"anonymous","EN","3","3","2","2","5","1.973","19.233","20.069","6","2","6","2","2","2","4","2.065","19.275","19.735","7","3","6","4","3","3","6","3.028","21.165","22.013","7","4","4","4","4","3","2.768","12.724","13.876","6","2","5","6","2","6","3.159","14.004","15.108","6","6","4","2","7","2.757","13.421","15.394","5","1","4","2","5","3","1.935","14.53","15.334","5","6","2","2","6","2.821","8.925","10.131","4","2","6","4","4","4","3.615","16.16","16.888","5","2","6","4","6","2","3.93","12.676","13.773","5","4","4","4","5","6","2.542","13.888","14.664","5","5","3","5","6","2","5.222","19.362","20.56","7","6","6","6","2","2","1.912","9.898","10.565","5","5","4","4","3","4","5.043","13.595","14.366","5","1","25","1","6","4","6","24","24","","","","26","","7f5b93a07720b509","3MAOD8E57QAW9I8OYLF3QXUC58ZXNL","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:05:38","2019-04-03 10:12:55","0","2ec1b707ef1a5478","100","436","1","2019-04-03 10:12:55","R_vNrafbXURL9Wpk5","","","","",35.45,-79.14,"anonymous","EN","5","6","3","5","5","7.249","30.937","32.28","6","5","4","5","5","4","2","3.494","25.351","26.69","7","4","1","5","5","2","4","3.758","27.646","29.187","7","2","2","6","2","6","4.737","22.337","23.592","7","3","6","7","3","5","5.009","23.528","25.542","6","5","3","3","5","12.911","25.599","26.3","5","3","3","5","5","3","2.854","19.998","20.937","5","3","2","5","3","3.29","14.563","15.671","4","3","5","4","2","4","7.897","26.29","27.567","5","2","6","6","5","2","3.847","16.799","19.742","5","6","5","2","6","6","6.862","25.788","27.816","5","3","5","2","3","5","3.484","26.172","27.372","5","1","3","2","4","6","3.911","17.111","17.949","6","2","2","1","6","7","4.395","21.796","23.145","6","0","44","1","1","4","4","23","24","3","17","23","26","","d50b2bc439405b7d","3OSWBBLG1EXNN6HB9R10USIIR4WDXI","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:07:51","2019-04-03 10:12:56","0","68334f75675d7040","100","305","1","2019-04-03 10:12:57","R_1f71kvGrha2BGHw","","","","",40.62,-73.93,"anonymous","EN","4","3","3","4","5","1.071","4.325","5.058","5","2","4","1","2","6","1","0.454","3.847","4.693","7","3","1","3","1","2","3","0.491","2.863","3.665","7","2","3","1","3","5","0.5","11.501","12.339","6","3","2","2","4","4","178.56","181.356","182.543","6","2","2","4","3","1.871","4.531","4.702","5","2","4","5","4","3","1.553","5.792","7.148","6","3","1","1","3","0.759","5.183","5.452","6","1","1","1","2","5","0.656","3.323","6.223","5","2","2","2","1","1","0.373","5.07","6.876","6","2","2","1","2","4","0.474","2.907","6.53","5","2","1","3","7","1","0.631","3.17","4.145","6","1","3","2","1","3","0.639","3.942","5.09","5","3","4","2","6","4","0.641","4.497","7.07","5","0","40","1","1","6","4","24","24","","","","26","","60952f42c7736131","33C7UALJVLY3GA0RLQ5DDR0GBYJ187","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:03:42","2019-04-03 10:12:57","0","ac667651869616a8","100","554","1","2019-04-03 10:12:57","R_2OI5Z5MMyYg1z05","","","","",38.81,-77.05,"anonymous","EN","1","1","1","1","5","10.138","29.788","34.342","6","1","7","1","1","1","7","3.136","18.465","20.591","6","5","7","4","2","6","7","14.615","53.503","70.347","7","1","1","7","1","7","5.948","19.987","23.623","6","1","7","7","1","7","5.582","15.622","16.916","7","7","1","1","7","3.334","15.182","18.415","4","1","7","1","7","3","2.522","17.61","23.278","7","7","1","1","7","2.039","16.599","17.88","6","1","7","1","6","2","8.621","27.942","33.425","6","1","7","1","7","1","2.409","15.577","19.649","5","2","1","1","7","7","4.216","25.663","31.007","6","7","1","6","6","1","2.911","27.104","29.692","7","6","7","7","1","1","2.072","25.68","30.917","7","4","5","4","3","5","5.409","56.345","65.294","10","1","30","1","6","2","6","24","24","","","","26","I don't really know anything about the immune system of babies, so my answers to those questions were just my best guesses.","6eaff126c8ff14c3","35GCEFQ6I5OEA9FTHKJ9E4CH8R3Z31","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:08:19","2019-04-03 10:12:58","0","a7b972c1024e1d93","100","278","1","2019-04-03 10:12:59","R_2V1lycaBFuc4z7n","","","","",23.73,90.41,"anonymous","EN","6","7","6","6","5","4.033","6.657","7.788","5","6","5","6","6","6","5","1.386","4.506","8.884","6","7","6","6","7","5","5","1.348","12.444","13.515","7","3","7","6","5","5","1.987","6.642","7.396","5","6","5","6","7","5","7.657","10.249","11.097","5","6","6","5","7","1.582","4.334","5.039","4","6","7","7","6","3","10.277","13.237","14.03","5","3","5","6","6","8.888","12.44","14.489","4","7","6","5","6","6","12.545","17.465","18.298","5","5","6","3","5","3","0.86","5.307","7.3","6","5","7","6","5","6","0.568","3.849","4.872","5","6","7","5","5","6","1.264","3.569","4.377","6","7","5","6","5","5","5.582","8.077","9.597","5","6","6","5","5","6","1.737","4.88","5.712","5","0","28","1","2","6","2","24","24","","","","26","awesome study","81944d724ea8e696","3YZ8UPK3VTML1AH24QV2QF1WCM2UC6","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:03:22","2019-04-03 10:13:05","0","5bac088e25f7916b","100","582","1","2019-04-03 10:13:06","R_3RmbOTl7XChhGS7","","","","",46.57,-122.71,"anonymous","EN","6","4","4","4","5","5.39","29.082","31.239","6","4","5","4","4","4","3","4.246","25.972","27.574","6","5","7","4","1","7","7","10.132","36.739","38.143","6","5","2","4","1","3","5.913","85.044","88.26","6","1","7","7","1","7","4.714","16.089","17.506","5","6","1","1","6","4.005","16.376","17.695","4","2","4","3","5","3","7.583","34.923","36.647","7","6","3","4","4","6.271","26.054","27.831","4","4","6","2","3","4","4.125","29.573","38.914","6","1","7","5","7","1","2.967","23.383","25.321","5","5","3","2","4","5","4.15","27.095","29.363","5","7","5","4","7","1","7.679","26.701","29.931","5","3","3","3","5","4","7.949","22.107","24.442","5","6","6","6","4","2","5.84","34.529","36.021","7","0","57","1","1","3","4","23","24","5","23","23","26","no","1caf3ff2b01b47ba","3OHYZ19UGC52VQ07OQN2LEJJUXTAO7","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:02:55","2019-04-03 10:13:09","0","037cf7f10afd4980","100","613","1","2019-04-03 10:13:10","R_1LNH12aj9cUzDDK","","","","",44.02,-123.1,"anonymous","EN","3","2","3","5","5","1.774","49.858","50.878","10","7","1","7","7","3","1","1.05","27.78","28.5","8","7","3","7","7","1","1","6.085","31.366","32.124","6","5","3","3","2","3","0.616","47.056","48.238","9","5","3","3","5","3","1.058","19.62","20.306","6","2","5","6","3","1.27","25.686","26.525","7","7","1","6","3","3","0.783","21.177","22.134","9","1","6","7","1","1.189","20.673","21.009","7","5","2","4","2","7","1.005","28.046","28.871","8","5","3","7","2","5","1.432","34.256","34.94","8","5","3","3","1","2","0.765","39.137","40.407","8","5","3","5","5","1","1.101","30.523","31.335","7","2","5","5","3","3","1.368","25.111","25.89","7","3","6","3","5","7","1.068","32.477","33.177","9","1","42","1","6","3","1","24","24","","","","26","Just that the supreme court ruled that you can't sue vaccine companies. Profits over people, that's how capitalism works.","f914ec83f4a48ee9","3XC1O3LBOSMZ41WJHYYRO25HNH9LTM","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:04:09","2019-04-03 10:13:10","0","c6bfdd017fef2fe1","100","540","1","2019-04-03 10:13:10","R_2TZepPKiP7jxyBc","","","","",45.92,-122.71,"anonymous","EN","5","3","5","5","5","14.111","44.404","45.993","5","5","6","6","2","1","7","6.977","37.593","38.915","7","5","5","3","3","3","5","17.946","45.402","46.311","7","2","2","6","6","5","3.471","23.591","24.548","5","6","6","6","1","6","6.071","23.687","24.736","5","6","1","1","7","5.514","30.012","30.834","4","2","5","4","6","3","5.381","21.869","25.153","5","5","2","5","5","8.724","28.668","30.201","4","3","5","3","5","5","8.57","31.814","33.439","6","1","7","4","7","1","3.068","25.032","26.162","5","2","2","1","5","6","5.664","29.062","30.331","6","6","5","5","5","3","6.019","24.207","26.866","6","5","5","5","5","5","3.641","23.443","26.526","5","5","5","3","6","7","8.131","46.699","47.639","8","1","38","1","6","6","4","23","24","2","20","24","26","","cfffd82d6a8b95e8","3VW6495TLJ0FLM2CAJAGQRZSBYVYYG","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:06:07","2019-04-03 10:13:11","0","19549185a67d416e","100","423","1","2019-04-03 10:13:11","R_21nwnLqF6tLKj9e","","","","",40.05,-105.22,"anonymous","EN","5","5","5","5","5","7.9","20.644","21.514","5","4","5","3","3","2","5","132.775","153.367","154.301","6","6","5","5","3","4","6","5.743","23.127","23.79","6","2","2","6","2","4","3.957","16.197","16.874","5","2","6","6","2","6","3.966","16.038","17.028","5","6","4","2","6","4.563","14.1","14.513","5","2","6","2","7","3","1.993","11.073","11.87","5","6","2","3","5","2.783","10.576","11.615","4","5","5","4","4","4","4.461","14.645","15.482","5","1","7","2","7","1","2.881","15.264","16.351","5","3","3","3","5","6","3.479","16.727","17.403","5","6","4","5","4","4","10.82","21.58","22.233","5","6","6","5","2","2","2.955","14.323","14.881","5","5","6","5","4","6","5.37","17.338","17.721","6","1","28","1","6","5","2","24","24","","","","26","","6c2fe5a283b6a8f5","3HVVDCPGTESJ403I0DNHIA7DWWDTYM","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:07:30","2019-04-03 10:13:11","0","dab7570bb00dbfff","100","341","1","2019-04-03 10:13:12","R_YVxY2b02X5zYlYl","","","","",36.51,-84.53,"anonymous","EN","4","3","2","2","5","4.422","27.989","28.741","7","4","6","4","1","2","4","2.681","16.457","17.076","6","7","4","7","7","2","4","4.432","26.152","26.783","7","2","2","6","4","6","10.413","23.405","23.667","6","2","7","7","1","7","2.905","9.694","10.537","5","6","7","2","6","2.709","9.189","9.784","4","2","6","4","6","3","3.173","12.295","12.747","5","6","2","4","4","2.679","9.368","10.025","5","4","4","4","4","4","2.832","15.254","15.826","6","2","6","4","6","2","2.182","16.643","16.892","6","4","2","1","4","7","2.282","21.042","22.465","7","4","4","4","4","4","32.042","35.099","36.2","5","4","4","6","4","4","1.587","14.368","14.919","7","4","6","2","4","6","1.701","21.749","22.663","7","1","31","1","1","4","4","23","24","2","5","24","26","","bfa7be4a441e001c","30LSNF239UV3U1U0DGHIVZ4Z604I2F","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:02:37","2019-04-03 10:13:22","0","36b600893093eb80","100","645","1","2019-04-03 10:13:23","R_3D2DbUyzKaqnVml","","","","",28.03,-97.07,"anonymous","EN","5","3","3","3","5","6.492","30.364","31.261","6","6","3","4","4","2","5","57.82","87.365","88.105","6","5","6","3","4","1","7","2.188","23.137","23.764","6","2","2","6","2","6","5.71","18.482","19.439","5","1","7","7","1","7","3.646","9.83","10.749","5","6","3","2","5","6.947","59.369","60.177","4","2","6","4","7","3","3.79","11.878","12.793","5","6","2","3","5","3.37","11.325","11.968","5","2","6","2","5","2","11.076","22.437","23.178","5","6","6","3","7","1","2.707","15.793","16.593","5","5","3","2","5","6","3.917","17.867","18.507","5","6","4","5","5","3","5.1","20.177","21.038","6","5","6","4","6","6","63.241","73.798","75.778","7","5","3","2","5","6","130.641","143.651","144.336","5","0","45","1","1","2","6","23","24","3","17","24","26","Interesting Study!","2cbeaae9e4e552c6","3U0SRXB7CD5CCMMCPM9B1F8O4RCNRD","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:06:12","2019-04-03 10:13:25","0","e9862827ef8584ac","100","432","1","2019-04-03 10:13:25","R_3itczykZvcq5fzE","","","","",27.79,-82.72,"anonymous","EN","5","2","1","1","5","3.86","23.43","25.559","5","1","6","2","1","1","5","2.946","20.123","26.667","7","4","6","2","2","7","6","3.34","24.281","25.195","7","1","1","7","1","6","3.48","18.004","19.89","6","1","7","7","1","7","2.952","13.003","14.793","5","2","4","1","7","6.143","22.918","24.252","4","1","6","2","7","3","2.083","12.51","31","5","6","1","1","6","3.726","13.099","14.868","4","2","6","1","5","2","5.198","32.069","33.862","5","1","7","4","7","1","1.747","14.291","16.076","5","3","3","1","6","6","3.45","33.338","34.931","8","3","5","5","5","3","3.159","18.224","20.129","5","7","6","6","5","2","3.162","18.76","20.741","5","6","6","6","6","5","5.144","22.056","23.867","6","0","63","1","1","4","3","23","24","2","23","24","26","","69fb8a501a4dcd87","3VP0C6EFSGWD8L3SLXRDD5SS3EPM6F","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
